400000 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: INTL HDQTRS-CENTER OWNED - UNITED STATES
437729 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANCO COMERCIAL DE MACAU, S.A. - MACAU
437730 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: LATITUDE FINANCE AUSTRALIA - AUSTRALIA
437731 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: LATITUDE FINANCE AUSTRALIA - AUSTRALIA
437732 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: LATITUDE FINANCE AUSTRALIA - AUSTRALIA
437733 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: LAO - VIET BANK CO., LTD - LAO PEOPLE&#039;S DEMOCRATIC REPUBLIC
437734 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: LAO - VIET BANK CO., LTD - LAO PEOPLE&#039;S DEMOCRATIC REPUBLIC
437735 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: PT. ANZ PANIN BANK - INDONESIA
437736 - TYPE:  DEBIT  | LEVEL:  PLATINUM  | BANK: OVERSEA-CHINESE BANKING CORPORATION LTD. - SINGAPORE
437737 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: BARCLAYS BANK PLC - INDIA
437738 - TYPE:  DEBIT  | LEVEL:  PLATINUM  | BANK: BARCLAYS BANK PLC - INDIA
437739 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: PT. ANZ PANIN BANK - INDONESIA
437740 - TYPE:  DEBIT  | LEVEL:  ELECTRON  | BANK: EASTERN BANK, LTD. - BANGLADESH
437741 - TYPE:  DEBIT  | LEVEL:  PLATINUM  | BANK: STANDARD CHARTERED BANK MALAYSIA BERHAD - MALAYSIA
437742 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: UNITED BANK, LTD. - PAKISTAN
437743 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: UNITED BANK, LTD. - PAKISTAN
437744 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: AMERICAN EXCHANGE BANK - UNITED STATES
437745 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: PT. ANZ PANIN BANK - INDONESIA
437746 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: EQUITY BANK (SOUTHERN SUDAN), LTD. - SOUTH SUDAN
437747 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: EQUITY BANK (TANZANIA), LTD. - TANZANIA, UNITED REPUBLIC OF
437748 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: SBI CARDS AND PAYMENT SERVICES, LTD. - INDIA
437749 - TYPE:  DEBIT  | LEVEL:  PREPAID  | BANK: 
437750 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: STANDARD CHARTERED BANK (THAI) PUBLIC CO., LTD. - THAILAND
437751 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: AXIS BANK, LTD. - INDIA
437752 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: TAISHIN INTERNATIONAL BANK - TAIWAN, PROVINCE OF CHINA
437753 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: HERITAGE BANK OF THE OZARKS - UNITED STATES
437754 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: HERITAGE BANK OF THE OZARKS - UNITED STATES
437755 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: PT. ANZ PANIN BANK - INDONESIA
437756 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: PT. ANZ PANIN BANK - INDONESIA
437757 - TYPE:  CREDIT  | LEVEL:  BUSINESS ENHANCED  | BANK: YUANTA COMMERCIAL BANK CO., LTD. - TAIWAN, PROVINCE OF CHINA
437758 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: NATIONAL AUSTRALIA BANK, LTD. - AUSTRALIA
437759 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: SYNOVUS FINANCIAL CORPORATION - UNITED STATES
437760 - TYPE:  CREDIT  | LEVEL:  SIGNATURE  | BANK: SIGNATURE FEDERAL CREDIT UNION - UNITED STATES
437761 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: LEOMINSTER CREDIT UNION - UNITED STATES
437762 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: SIGNATURE FEDERAL CREDIT UNION - UNITED STATES
437763 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: THE MONTICELLO BANKING COMPANY - UNITED STATES
437764 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: SIGNATURE FEDERAL CREDIT UNION - UNITED STATES
437765 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: INDUSTRIAL AND COMMERCIAL BANK OF CHINA (MACAU), LTD. - MACAU
437766 - TYPE:  CREDIT  | LEVEL:  INFINITE  | BANK: UNITED OVERSEAS BANK (MALAYSIA) BHD - MALAYSIA
437767 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: PT. ANZ PANIN BANK - INDONESIA
437768 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: PT. ANZ PANIN BANK - INDONESIA
437769 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: EQUITY BANK UGANDA, LTD. - UGANDA
437770 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: PT. ANZ PANIN BANK - INDONESIA
437771 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: PT. ANZ PANIN BANK - INDONESIA
437772 - TYPE:  DEBIT  | LEVEL:  REWARDS  | BANK: TINKOFF BANK - RUSSIAN FEDERATION
437773 - TYPE:  CREDIT  | LEVEL:  REWARDS  | BANK: TINKOFF BANK - RUSSIAN FEDERATION
437774 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANCO PROVINCIAL S.A. BANCO UNIVERSAL - VENEZUELA, BOLIVARIAN REPUBLIC OF
437775 - TYPE:  DEBIT  | LEVEL:  ELECTRON  | BANK: RN BANK - RUSSIAN FEDERATION
437776 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: ATTIJARIWAFA BANK - MOROCCO
437777 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: ATTIJARIWAFA BANK - MOROCCO
437778 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: LEGACY BANK - UNITED STATES
437779 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: LEGACY BANK - UNITED STATES
437780 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: HOMETOWN BANK - UNITED STATES
437781 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: FARMWAY CREDIT UNION - UNITED STATES
437782 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: GLACIER BANK - UNITED STATES
437783 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: TINKOFF BANK - RUSSIAN FEDERATION
437784 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: TINKOFF BANK - RUSSIAN FEDERATION
437785 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: PT. ANZ PANIN BANK - INDONESIA
437786 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: PT. ANZ PANIN BANK - INDONESIA
437787 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: HSBC BANK CANADA - CANADA
437788 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: HSBC BANK CANADA - CANADA
437789 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: COMMONWEALTH BANK OF AUSTRALIA - AUSTRALIA
437790 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: CHINA EVERBRIGHT BANK - CHINA
437791 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: HONG KONG AND SHANGHAI BANKING CORP., LTD. - PAKISTAN
437792 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: HONG KONG AND SHANGHAI BANKING CORP., LTD. - PAKISTAN
437793 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: HONG KONG AND SHANGHAI BANKING CORP., LTD. - PAKISTAN
437794 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: FARMWAY CREDIT UNION - UNITED STATES
437795 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: VOYAGE FEDERAL CREDIT UNION - UNITED STATES
437796 - TYPE:  DEBIT  | LEVEL:  PREPAID  | BANK: SEYLAN BANK, LTD. - SRI LANKA
437797 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: PT. ANZ PANIN BANK - INDONESIA
437798 - TYPE:  DEBIT  | LEVEL:  GOLD  | BANK: CITIBANK BERHAD - MALAYSIA
437799 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: STANDARD CHARTERED BANK (HONG KONG), LTD. - HONG KONG
437800 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: GREATER TEXAS FEDERAL CREDIT UNION - UNITED STATES
437801 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: UNITED BAY COMMUNITY CREDIT UNION - UNITED STATES
437802 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: AMERICA&#039;S FIRST FEDERAL CREDIT UNION - UNITED STATES
437803 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: CREDIT UNION OF OHIO - UNITED STATES
437804 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: CITIBANK, NATIONAL ASSOCIATION - CONSUMER - UNITED STATES
437805 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: WOLF POINT FEDERAL CREDIT UNION - UNITED STATES
437806 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: GREATER TEXAS FEDERAL CREDIT UNION - UNITED STATES
437807 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: FIRST CITIZENS STATE BANK - UNITED STATES
437808 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: CITIBANK, NATIONAL ASSOCIATION - CONSUMER - UNITED STATES
437809 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: FRANKENMUTH CREDIT UNION - UNITED STATES
437810 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: FRANKENMUTH CREDIT UNION - UNITED STATES
437811 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: WELLS FARGO BANK, N.A. - UNITED STATES
437812 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: GEOVISTA FEDERAL CREDIT UNION - UNITED STATES
437813 - TYPE:  DEBIT  | LEVEL:  PREPAID PURCHASING  | BANK: FIRST STATE BANK OF OLMSTED - UNITED STATES
437814 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: BANK OF JAMESTOWN - UNITED STATES
437815 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: GULF COAST COMMUNITY FEDERAL CREDIT UNION - UNITED STATES
437816 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: GULF COAST COMMUNITY FEDERAL CREDIT UNION - UNITED STATES
437817 - TYPE:  DEBIT  | LEVEL:  PREPAID  | BANK: SOUTH STATE BANK, NATIONAL ASSOCIATION - UNITED STATES
437818 - TYPE:  DEBIT  | LEVEL:  PREPAID  | BANK: SOUTH STATE BANK, NATIONAL ASSOCIATION - UNITED STATES
437819 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: SOUND CREDIT UNION - UNITED STATES
437820 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: PATHWARD, N.A. - UNITED STATES
437821 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: TOWNEBANK - UNITED STATES
437822 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: GREAT SOUTHERN BANK - UNITED STATES
437823 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: FIRST CHOICE CREDIT UNION - UNITED STATES
437824 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: UNITED BANK - UNITED STATES
437825 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: WESTAMERICA BANK - UNITED STATES
437826 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: MVB BANK, INC - UNITED STATES
437827 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: ATLANTIC UNION BANK - UNITED STATES
437828 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: SEWICKLEY SAVINGS BANK - UNITED STATES
437829 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: NATIXIS - FRANCE
437830 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: NATIXIS - FRANCE
437831 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: NATIXIS - FRANCE
437832 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: NATIXIS - FRANCE
437833 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: NATIXIS - FRANCE
437834 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
437835 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: NATIXIS - FRANCE
437836 - TYPE:  DEBIT  | LEVEL:  PLATINUM  | BANK: NATIXIS - FRANCE
437837 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: EIKA KREDITTBANK AS - NORWAY
437838 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: T.C. ZIRAAT BANKASI, A.S. - TURKEY
437839 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
437840 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: COMMERCIAL BANK OF CEYLON PLC - SRI LANKA
437841 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: HSBC BANK (VIETNAM) LTD. - VIET NAM
437842 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: LATIN AMERICA AND CARIBBEAN REGION - TRINIDAD AND TOBAGO
437843 - TYPE:  DEBIT  | LEVEL:  ------  | BANK: FIRST CITIZENS BANK, LTD. - TRINIDAD AND TOBAGO
437844 - TYPE:  DEBIT  | LEVEL:  ------  | BANK: FIRST CITIZENS BANK, LTD. - TRINIDAD AND TOBAGO
437845 - TYPE:  DEBIT  | LEVEL:  ------  | BANK: FIRST CITIZENS BANK, LTD. - TRINIDAD AND TOBAGO
437846 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANCO SANTANDER SOCIEDAD ANONIMA - URUGUAY
437847 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: SEWICKLEY SAVINGS BANK - UNITED STATES
437848 - TYPE:  CREDIT  | LEVEL:  SIGNATURE  | BANK: EASTERN BANK PLC. - BANGLADESH
437849 - TYPE:  DEBIT  | LEVEL:  ------  | BANK: SIAM COMMERCIAL BANK PUBLIC CO., LTD. - LAO PEOPLE&#039;S DEMOCRATIC REPUBLIC
437850 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: FIRST INVESTMENT BANK - BULGARIA
437851 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: FIRST INVESTMENT BANK - BULGARIA
437852 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: NEST BANK, S.A. - POLAND
437853 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
437854 - TYPE:  DEBIT  | LEVEL:  ------  | BANK: 
437855 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
437856 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
437857 - TYPE:  DEBIT  | LEVEL:  ------  | BANK: LIBRA INTERNET BANK, S.A. - ROMANIA
437858 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: DSK BANK PLC - BULGARIA
437859 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: DSK BANK PLC - BULGARIA
437860 - TYPE:  DEBIT  | LEVEL:  PREPAID ELECTRON  | BANK: 
437861 - TYPE:  DEBIT  | LEVEL:  PREPAID  | BANK: 
437862 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: U.S. BANK NATIONAL ASSOCIATION-CREDIT - UNITED STATES
437863 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: INTESA SANPAOLO S.P.A. - ITALY
437864 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANCO MARE NOSTRUM, S.A. - SPAIN
437865 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: BANKIA - SPAIN
437866 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: EVO PAYMENTS INTERNATIONAL GMBH - GERMANY
437867 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: EVO PAYMENTS INTERNATIONAL GMBH - GERMANY
437868 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: EVO PAYMENTS INTERNATIONAL GMBH - GERMANY
437869 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: EVO PAYMENTS INTERNATIONAL GMBH - GERMANY
437870 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: EVO PAYMENTS INTERNATIONAL GMBH - GERMANY
437871 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: EVO PAYMENTS INTERNATIONAL GMBH - GERMANY
437872 - TYPE:  DEBIT  | LEVEL:  PROPRIETARY  | BANK: YORKSHIRE BANK - UNITED KINGDOM
437873 - TYPE:  DEBIT  | LEVEL:  PROPRIETARY  | BANK: YORKSHIRE BANK - UNITED KINGDOM
437874 - TYPE:  DEBIT  | LEVEL:  PROPRIETARY  | BANK: YORKSHIRE BANK - UNITED KINGDOM
437875 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: AXA BANQUE - FRANCE
437876 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
437877 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BNP PARIBAS - FRANCE
437878 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BNP PARIBAS - FRANCE
437879 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: BNP PARIBAS - FRANCE
437880 - TYPE:  DEBIT  | LEVEL:  ------  | BANK: BANK FRICK AND CO. AG - LIECHTENSTEIN
437881 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
437882 - TYPE:  DEBIT  | LEVEL:  PREPAID  | BANK: IDT FINANCIAL SERVICES, LTD. - UNITED KINGDOM
437883 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: NORDEA BANK DANMARK A/S - DENMARK
437884 - TYPE:  DEBIT  | LEVEL:  PREPAID  | BANK: BANCO SANTANDER, S.A. - SPAIN
437885 - TYPE:  DEBIT  | LEVEL:  PREPAID  | BANK: BANCO SANTANDER, S.A. - SPAIN
437886 - TYPE:  DEBIT  | LEVEL:  ELECTRON  | BANK: UNICRE - INSTITUICAO FINANCEIRA DE CREDITO, S.A. - PORTUGAL
437887 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANK SPOLDZIELCZY RZEMIOSLA W KRAKOWIE - POLAND
437888 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: BANK SPOLDZIELCZY RZEMIOSLA W KRAKOWIE - POLAND
437889 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: BANK SPOLDZIELCZY RZEMIOSLA W KRAKOWIE - POLAND
437890 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: LOYALTY CREDIT UNION - UNITED STATES
437891 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: IDBI BANK, LTD. - INDIA
437892 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: ADVANCED BANK OF ASIA, LTD. - CAMBODIA
437893 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: PROSPERITY AND GROWTH COMMERCIAL JOINT STOCK BANK - VIET NAM
437894 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: PROSPERITY AND GROWTH COMMERCIAL JOINT STOCK BANK - VIET NAM
437895 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: PETROLIMEX GROUP COMMERCIAL JSB - VIET NAM
437896 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: PT BANK BTPN TBK - INDONESIA
437897 - TYPE:  CREDIT  | LEVEL:  CORPORATE T&amp;E  | BANK: CITIBANK, A.S. - TURKEY
437898 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: BAWAG P.S.K. BANK FUER ARBEIT UND WIRTSCHAFT UND OSTERREICHISCHE POSTSPARKASSE A - AUSTRIA
437899 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: SVC CO-OPERATIVE BANK LTD. - INDIA
437900 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
437901 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
437902 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
437903 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
437904 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
437905 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
437906 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
437907 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
437908 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: BANCO DE CREDITO COOPERATIVO (GRUPO CAJAMAR) - SPAIN
437909 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
437910 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
437911 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
437912 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
437913 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: LIBERBANK - SPAIN
437914 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED SOCIEDAD ESPANOLA DE MEDIOS DE PAGO, S.A. - SPAIN
437915 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
437916 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
437917 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: CAIXABANK, S.A. - SPAIN
437918 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
437919 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
437920 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
437921 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: TRIODOS BANK - SPAIN
437922 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
437923 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
437924 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
437925 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED SOCIEDAD ESPANOLA DE MEDIOS DE PAGO, S.A. - SPAIN
437926 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
437927 - TYPE:  CREDIT  | LEVEL:  CORPORATE T&amp;E  | BANK: NIUM, LTD. - HONG KONG
437928 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
437929 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
437930 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
437931 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: CAJA CAMINOS - SPAIN
437932 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
437933 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED SOCIEDAD ESPANOLA DE MEDIOS DE PAGO, S.A. - SPAIN
437934 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
437935 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
437936 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: CAJA RURAL - SPAIN
437937 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
437938 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: BANCO SABADELL, S.A. - SPAIN
437939 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED SOCIEDAD ESPANOLA DE MEDIOS DE PAGO, S.A. - SPAIN
437940 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: CAIXA SABADELL (CAJA DE AHORROS DE SABADELL) - SPAIN
437941 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
437942 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
437943 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED SOCIEDAD ESPANOLA DE MEDIOS DE PAGO, S.A. - SPAIN
437944 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
437945 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: SERVIRED, SOCIEDAD ESPANOLA DE MEDIOS DE PAGO S.A. - SPAIN
